Shounen	After the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game "Greed Island".
Shounen	However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it.
Shounen	But some training must be done, as Gon and Killua's abilities are still at a developing stage and "Greed Island" is no simple game for anyone to play with.
Shounen	It is the infamous game that could easily lead to one's death.
Shounen	Based on the manga by Togashi Yoshihiro.
Shounen	Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game.
Shounen	With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players.
Shounen	Based on the manga by Togashi Yoshihiro.
Shounen	A battle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat.
Shounen	The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power.
Shounen	During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery!
Shounen	However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You.
Shounen	So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader.
Shounen	Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory.
Shounen	10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard.
Shounen	Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school.
Shounen	As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred.
Shounen	To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out.
Shounen	But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.
Shounen	A great war occurred in the 20th century between humans and monsters.
Shounen	Since that time, the monsters rule the world in fear but keep relatively hidden from public view.
Shounen	A boy named Bokka ponders the past and wonders what became of the Meros Warriors who defended the world so bravely against the demons.
Shounen	He soon meets Kurofune and learns of the power of the Meros and the I-bar machines they ride in battle.
Shounen	Warriors are the only ones who can see and hear the Melody of Oblivion, a phantom girl hidden away waiting to be rescued and be the savior of mankind.
Shounen	During a battle between Kurofune and a demon, Bokka discovers something only his wildest dreams could possibly imagine...he too can hear that melody.
Shounen	Throughout his journeys, Bokka meets many monsters and their agents, friends, and companions as he discovers the true extent of his new powers.
Shounen	He must continue to battle evil in the hope of releasing Boukyaku no Senritsu and free a world that has forgotten its once beautiful melody.
Shounen	Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength.
Shounen	At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members.
Shounen	However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi.
Shounen	Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.
Shounen	Kotaro was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends.
Shounen	Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere.
Shounen	Even more shocking is that Misha is an apprentice angel, yet she does more bad then good.
Shounen	Along with Kotaro's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles.
Shounen	Based on the manga by Koge-Donbo.
Shounen	An ancient legend tells of a magical Powerstone that granted its owner any wish desired.
Shounen	Adventurers from all over the globe clash as they seek this mystical gem.
Shounen	Based upon the Dreamcast game, POWERSTONE tries to entertain us with the story behind the game's premise.
Shounen	The plot begins with our hero, Fokker, training to be a fighter like his idol, Vargas.
Shounen	Pacifica Casull is the most feared and hated person by the followers of the God Mauser.
Shounen	Known as the Scrapped Princess, she is the poison that will destroy the world.
Shounen	To avoid being killed by the zealots of Mauser, Pacifica and her adoptive brother and sister leave the village of Manhurin.
Shounen	Her brother, Shannon, is an expert with the sword while Racquel is proficient with magic.
Shounen	At every step of the way, however, someone is constantly trying to kill Pacifica, hoping to somehow avert the catastrophe that is supposed to befall the world on her 16th birthday.
Shounen	Hanamichi Sakuragi, infamous for this temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school.
Shounen	His notoriety precedes him, however, leading to him being avoided by most students.
Shounen	Soon, after certain events, Hanamichi is left with two unwavering thoughts: "I hate basketball," and "I desperately need a girlfriend."
Shounen	One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking and asks him if he likes basketball.
Shounen	Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative.
Shounen	She then leads him to the gymnasium, where she asks him if he can do a slam dunk.
Shounen	In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard.
Shounen	When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.
Shounen	For some people, high school represents the opportunity for a fresh start.
Shounen	You can take new classes and make new friends.
Shounen	For Souichiro Nagi and Bob Makihara, though, high school means something different: the chance to become the top fighters in the entire student body!
Shounen	Too bad Toudou Academy is the hardest possible place to realize their dreams.
Shounen	Their new high school is no ordinary academic institution.
Shounen	Rather than concentrating on classic subjects like math and science, Toudou Academy was created for the sole purpose of reviving the martial arts in Japan!
Shounen	As a result, Souichiro's aspirations to become top dog are cut short when he runs afoul of Masataka Takayanagi and Maya Natsume.
Shounen	The two upperclassmen easily stop the freshmen duo's rampage across school, but rather than serving as a deterrent, it only stokes their competitive fire.
Shounen	What kind of monstrous fighters attend Toudou Academy?
Shounen	Are there any stronger than Masataka and Maya?
Shounen	And why in the world is Maya's younger sister stalking Souichiro?
Shounen	Learn the answers to these questions and more in Tenjou Tenge!
Shounen	Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground.
Shounen	There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc.
Shounen	Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo.
Shounen	When they meet Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole lives change into one big adventure.
Shounen	During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers.
Shounen	As the feather's disappear to different dimensions, so does Sakura's memory.
Shounen	In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution.
Shounen	There's only one thing left he can do.
Shounen	Travel through to different dimensions to collect Sakura's feathers.
Shounen	Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona.
Shounen	In Vandread, men are from Mars and women are from Venus!
Shounen	Well, not quite.
Shounen	Technology has allowed mankind to colonize the entire Milky Way galaxy, and in one star system, the men and women live on two different planets, Taraak and Mejere.
Shounen	A bitter and very literal gender war rages, to the point where they don't even see each other as the sames species anymore!
Shounen	Hibiki Tokai, a male third-class laborer from Taraak, ends up stuck on a battleship after a botched attempt at stealing a robot.
Shounen	When female pirates capture the Taraakian Vanguard, things don't look like they could get any worse for Hibiki.
Shounen	Unfortunately, they do; when the male crew of the Vanguard fire on their captured vessel out of desperation, they created a giant wormhole, which sucks the Vanguard and the Mejeran pirate's ships into itself!
Shounen	Now, stuck far away from their home planets, these men and women must learn to work together if they ever wish to make it back home.
Shounen	Though Hibiki and crew defeated a super-huge battleship of the earth in the last of the first stage, they noticed five battleships further aiming at Mejeiru and Tarahk.
Shounen	And, crew of NIRVANA learnt Tarahk and Mejeiru which were their home had been faced to the crisis of Karitori (reaping).
Shounen	Travel to their home is speed up so that they may inform of the crisis.
Shounen	On the way, current information of the earth having been brought by girl Misty who had come to travel with them was worse than they can imagine.
Shounen	Hibiki and crew noticed a true fight was in the future.
Shounen	VANDREAD is finally changed into final system by the attack of the enemy who becomes violent more and more.
Shounen	Can they save their home?
Shounen	And, what happens to the relations between Hibiki and Dita?
Shounen	Kazamatsuri Shou's dream has always been to become a professional soccer player, but he has one problem: he's not very good at the game.
Shounen	He was accepted to the prestigious Musashi no Mori Junior High, known for its top rate soccer team, but he was never able to rise beyond the rank of third stringer.
Shounen	After transferring to Sakura Jousui Junior High, he can finally play soccer.
Shounen	And, with the support of his new friends and teammates, his strong determination, and lots of hard work, his soccer skills are developing rapidly and setting Shou well on his way to achieving his dream.
Shounen	The year is T.C.
Shounen	4767.
Shounen	Four thousand years have passed since humanity abandoned its birthplace, the planet Earth.
Shounen	Beset by the hostile alien Gnosis, mankind is now scrambling to find ways to defeat this threat to their existence.
Shounen	The development of KOS-MOS (a specialized android with amazing capabilities) by Vector engineer Shion Uzuki was one response to the threat.
Shounen	But when their ship is destroyed by the Gnosis, Shion and her companions find themselves thrust into the middle of a battle with no clear sides...
Shounen	Keitaro Urashima promised a girl when he was young that they would meet up again at Tokyo University in the future.
Shounen	Sadly, in the National Practice Exam, Keitaro ranked 27th from the bottom.
Shounen	Knowing his grandmother owned a hotel, Keitaro intended to stay there while continuing his studies for Tokyo U, only to find out the hotel had long been transformed into an all-girls dormitory.
Shounen	Through an odd twist of fate, Keitaro eventually became the manager of the dorm, beginning his life of living with 5 other girls.
Shounen	Keitaro has finally passed the entrance exams, and is officially a Toudai student.
Shounen	But after breaking his leg in an accident in the entrance ceremony, he thought and re-evaluated himself.
Shounen	Having new goals, Keitaro follows Seta on an overseas archeology trip.
Shounen	During his absence, however, all was not well in Hinata Lodge.
Shounen	Urashima Kanako, Keitaro's sister, arrives on the scene.
Shounen	She claims to be the new manager of Hinata Lodge starts to go against all the tenants.
Shounen	Things become even more complicated when they recieve a letter from Keitaro.
Shounen	The tenants and Kanako made a big mess trying to get the letter, but Seta's car crashes in before anyone could read the letter...
Shounen	Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions.
Shounen	After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent.
Shounen	While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0.
Shounen	Megumi-chan is a girl with a secret past.
Shounen	She used to be a boy until she met a person she thought was a magic user.
